,Feature,Importance,inner,outer
113,BAK1,-0.0015472685299072753,0,2
114,PIP3,-0.0018450587157951004,0,2
115,NF1,-0.0022096300713601025,0,2
116,EIF4E,-0.0031357823457808243,0,2
0,PGR,0.09959820580135836,1,2
1,INS,0.016171826113040466,1,2
2,NFKB1,0.012285949022031839,1,2
3,NCID,0.0063319314751937306,1,2
4,HES1,0.002795177856210085,1,2
5,HEY1,0.002113223226725691,1,2
6,BIM,0.002053176762799813,1,2
7,PAK1,0.0019770976390832695,1,2
8,MTORC1_c,0.0018903898461493096,1,2
9,FADD,0.0017337687738856467,1,2
10,CASP9,0.001708970388829223,1,2
11,HRAS,0.0015012832110883334,1,2
12,EIF4E,0.0014431910142048698,1,2
13,BID,0.0012537724792721638,1,2
14,IVEBP1,0.0011230244558166902,1,2
15,WNT1,0.001011142992176528,1,2
16,PRKACA,0.0009845876045694313,1,2
17,ES,0.0007744171877048789,1,2
18,BAK1,0.0007386429833269315,1,2
19,NRG1,0.0005662924586686824,1,2
20,NF1,0.0005148976383219095,1,2
21,CREB1,0.00046111563556738844,1,2
22,FOXO3,0.00045800497814929564,1,2
23,RND1,0.0004443086546571662,1,2
24,BAX,0.0004276790638456651,1,2
25,CYCS,0.00035994162444041855,1,2
26,MDM2,0.00032473911349684137,1,2
27,RAS_i,0.0003186085409808692,1,2
28,AKT_i,0.00030269433518459454,1,2
29,STAT1,0.00029012844424791684,1,2
30,ESR1,0.00022086433688883744,1,2
31,MTORC2_c,0.00013651092384991959,1,2
32,EGFR,0.00012376409874037542,1,2
33,EGF,9.610716602648228e-05,1,2
34,IL8,8.12908988278016e-05,1,2
35,LCK,7.59004371634342e-05,1,2
36,P53,3.354024320334492e-05,1,2
37,RHEB,3.30872669352944e-05,1,2
38,STAT5,3.2305401746812734e-05,1,2
39,DVL1,1.9135668919312288e-05,1,2
40,PAX7,8.775979787989385e-06,1,2
41,PTEN,4.398496081803316e-07,1,2
42,MEK_i,3.4482697774951276e-07,1,2
43,FAS,-1.4688012429431296e-05,1,2
44,PI3K_c,-1.7656065362414708e-05,1,2
45,ABL1,-2.3702080096277278e-05,1,2
46,MYOG,-3.54564601516838e-05,1,2
47,FZD3,-3.5885889837938834e-05,1,2
48,TCF4,-5.08603672335628e-05,1,2
49,E2F1,-6.549035468039754e-05,1,2
50,FASLG,-6.646319081393681e-05,1,2
51,STK11,-8.76764012490705e-05,1,2
52,CEBPB,-0.00010177406120115418,1,2
53,KMT2D,-0.0001057575483621731,1,2
54,CDKN2A,-0.0001304758859155264,1,2
55,TWIST1,-0.00014092335903947983,1,2
56,RELA,-0.00014266026343179306,1,2
57,ABL2,-0.00014857524035971625,1,2
58,FOXO1,-0.00016189680798961437,1,2
59,IL6,-0.00016573089829230447,1,2
60,HER3,-0.00016680019554327075,1,2
61,DC,-0.00016899585061025402,1,2
62,HSP90AA1,-0.00017935570999194628,1,2
63,PRB,-0.00019105558750709406,1,2
64,IL6R,-0.0002005932772325414,1,2
65,MAPK8,-0.00021485569913992641,1,2
66,TEAD1,-0.00022197414453661857,1,2
67,AXIN1,-0.00023509770013807607,1,2
68,NF2,-0.00025621002942766147,1,2
69,LATS1,-0.00026848078510177675,1,2
70,PPARG,-0.00027118879110610283,1,2
71,APC,-0.00027444660768438656,1,2
72,PAK2,-0.00028822838343200985,1,2
73,BAD,-0.00030306808732616375,1,2
74,CTNNB1,-0.00030680911098046604,1,2
75,ERK_i,-0.00031499905926968275,1,2
76,GSK3B,-0.00032356724230153677,1,2
77,HER2,-0.0003620534932373687,1,2
78,IRS1,-0.00037923696181652033,1,2
79,MYOD1,-0.00038629933844969155,1,2
80,KRT14,-0.00039688949886806935,1,2
81,SRC,-0.0004107842097323955,1,2
82,YAP1,-0.00042184045089743716,1,2
83,P21,-0.0004479803832730944,1,2
84,BCLXL,-0.000456890058576076,1,2
85,IL1B,-0.0004577619883792128,1,2
86,SOS1,-0.0004617714252619365,1,2
87,CASP8,-0.00048268788258165607,1,2
88,NOS3,-0.0005589329847913715,1,2
89,RAC1,-0.0005654708438805889,1,2
90,GATA3,-0.0005971309886764198,1,2
91,GRB2,-0.0006099354286704939,1,2
92,PRKAA2,-0.0006125557600460407,1,2
93,TRADD,-0.0006690211306548122,1,2
94,PDPK1,-0.0006693011004463845,1,2
95,SGK1,-0.0006731888837776534,1,2
96,GRB7,-0.0007634953288825352,1,2
97,PIP3,-0.0007656034939437228,1,2
98,STAT3,-0.0007717705674807895,1,2
99,INSR,-0.0007957431731342446,1,2
100,IGF1,-0.0008117247764526381,1,2
101,IGF1R,-0.0008328558341759162,1,2
102,CYCLIN_D_c,-0.0008563281471037909,1,2
103,JAK2,-0.0008798454530429822,1,2
104,MYC,-0.0009171439551043381,1,2
105,RAF1,-0.0009813794794274466,1,2
106,TSC2,-0.0010432422165358446,1,2
107,CASP3,-0.0012372395189174101,1,2
108,PG,-0.0013122693274064678,1,2
109,PIM,-0.001381476972352802,1,2
110,S6K1,-0.0014232478852460595,1,2
111,NEDD4L,-0.0014352084632381912,1,2
112,MCL1,-0.0018408548631192456,1,2
113,DLL_i,-0.0018974826386466415,1,2
114,NOTCH1,-0.0019697842379871044,1,2
115,BCL2,-0.0021306121646846865,1,2
116,JUN,-0.0028447433718493675,1,2
0,PGR,0.11243216414371704,2,2
1,NFKB1,0.038478101803622766,2,2
2,MTORC2_c,0.012623817054776887,2,2
3,MTORC1_c,0.010449539517058293,2,2
4,DLL_i,0.0070675432820404005,2,2
5,HES1,0.00513184895255725,2,2
6,FOXO3,0.003736509866808513,2,2
7,ESR1,0.0037160373240243683,2,2
8,IRS1,0.002248477633952861,2,2
9,JAK2,0.0019687881004238905,2,2
10,RND1,0.0018891039902900753,2,2
11,BCL2,0.0018604587480238743,2,2
12,IGF1R,0.0016855411476491833,2,2
13,LCK,0.0015295658063301243,2,2
14,FOXO1,0.0013401533519248332,2,2
15,FADD,0.0012744210242321419,2,2
16,HEY1,0.0011039918226734002,2,2
17,ES,0.0010813920875955008,2,2
18,PTEN,0.0009682806777568942,2,2
19,MCL1,0.000853498932249952,2,2
20,CDKN2A,0.0007796775462353134,2,2
21,PDPK1,0.0007302155146965417,2,2
22,BAD,0.0006092107215993625,2,2
23,MAPK8,0.0005641091263004494,2,2
24,SRC,0.0005603484863454522,2,2
25,CASP3,0.0005183704358882046,2,2
26,TWIST1,0.0005018476055673737,2,2
27,EGFR,0.0004867273988011789,2,2
28,INS,0.0004571228024806695,2,2
29,PAK2,0.0004528275944678528,2,2
30,LATS1,0.0004003010334240331,2,2
31,NOS3,0.00034311624845129174,2,2
32,P21,0.00032332919139776983,2,2
33,FZD3,0.00028584131472930707,2,2
34,BIM,0.000271264230506163,2,2
35,PIP3,0.0002614248862041757,2,2
36,FAS,0.00022909757684652643,2,2
37,EIF4E,0.00021834324653957626,2,2
38,APC,0.0001865174116258972,2,2
39,NRG1,0.0001726591580224479,2,2
40,MYOG,0.0001248429844804555,2,2
41,SGK1,9.627268676826173e-05,2,2
42,IGF1,8.060953129884751e-05,2,2
43,CYCS,7.613737808331855e-05,2,2
44,ABL2,7.519433602498626e-05,2,2
45,CEBPB,6.085624075524709e-05,2,2
46,FASLG,5.952068937409294e-05,2,2
47,CASP9,3.9046975874645895e-05,2,2
48,GRB7,3.903746468136848e-05,2,2
49,KMT2D,2.5919055049339335e-05,2,2
50,IL6R,1.8851363789762487e-05,2,2
51,KRT14,1.858077985639195e-05,2,2
52,CYCLIN_D_c,2.9800976576455085e-06,2,2
53,P53,1.1931585330859917e-06,2,2
54,PPARG,-6.0620520679899315e-06,2,2
55,MDM2,-9.4289059519026e-06,2,2
56,HER2,-1.4880384857751672e-05,2,2
57,STAT5,-1.7622678275874826e-05,2,2
58,IVEBP1,-2.3428287990290286e-05,2,2
59,TCF4,-2.4509732559518937e-05,2,2
60,GSK3B,-3.0137396513474357e-05,2,2
61,WNT1,-3.428294776086638e-05,2,2
62,STAT3,-3.869987515037199e-05,2,2
63,MEK_i,-4.109098029569935e-05,2,2
64,NCID,-4.712999809519669e-05,2,2
65,PRB,-4.994880857112083e-05,2,2
66,IL6,-5.5506921839976187e-05,2,2
67,GATA3,-7.102989692997497e-05,2,2
68,TEAD1,-8.013831691933149e-05,2,2
69,RAS_i,-9.789136430549128e-05,2,2
70,ABL1,-0.0001017097087907537,2,2
71,HSP90AA1,-0.00010829369865139604,2,2
72,GRB2,-0.00012124978804595177,2,2
73,RHEB,-0.00013087837087810694,2,2
74,CREB1,-0.00013611339939678668,2,2
75,EGF,-0.00013731908874448084,2,2
76,DVL1,-0.00014322032284963537,2,2
77,BCLXL,-0.0001442428244788907,2,2
78,PI3K_c,-0.00014599849489072003,2,2
79,STAT1,-0.00015595553214109437,2,2
80,ERK_i,-0.00016298256467839334,2,2
81,YAP1,-0.00016904979270304654,2,2
82,DC,-0.0001716711914591107,2,2
83,CTNNB1,-0.0001958999950025797,2,2
84,BAX,-0.0002125051894540375,2,2
85,NOTCH1,-0.0002223395113201132,2,2
86,RAC1,-0.0002469105005832306,2,2
87,BID,-0.00025296499022486874,2,2
88,INSR,-0.0002813768475738998,2,2
89,RELA,-0.00029264306048015776,2,2
90,HRAS,-0.00029620271679731136,2,2
91,CASP8,-0.0003133960739495345,2,2
92,PAK1,-0.0003232430785359286,2,2
93,TRADD,-0.00033229017124913884,2,2
94,IL8,-0.00034568558219927326,2,2
95,PAX7,-0.00034961829925250765,2,2
96,BAK1,-0.0003932163230897512,2,2
97,MYC,-0.00040548926701167165,2,2
98,SOS1,-0.00040876621576979577,2,2
99,AKT_i,-0.00045337564949554654,2,2
100,S6K1,-0.0004535975058674868,2,2
101,HER3,-0.0005256722793074431,2,2
102,NF2,-0.0005849546481500045,2,2
103,PRKACA,-0.0006301272066917551,2,2
104,TSC2,-0.0006349706675616851,2,2
105,PRKAA2,-0.0006413600221720772,2,2
106,NF1,-0.0006800601173726495,2,2
107,AXIN1,-0.0006972851294009264,2,2
108,E2F1,-0.0007076410587747439,2,2
109,MYOD1,-0.0007200382196371757,2,2
110,IL1B,-0.000730166956635192,2,2
111,NEDD4L,-0.0007810896513820165,2,2
112,STK11,-0.0008156096099792842,2,2
113,RAF1,-0.0008636656121538966,2,2
114,PG,-0.0008996077641332256,2,2
115,PIM,-0.0010249429141629962,2,2
116,JUN,-0.0028504553902084506,2,2
0,PGR,0.12357524296391043,3,2
1,INS,0.025672788381791323,3,2
2,MTORC1_c,0.01583504483024678,3,2
3,IVEBP1,0.011017788917229376,3,2
4,NEDD4L,0.0035701270357059167,3,2
5,CASP9,0.0030102055860090626,3,2
6,NF1,0.0024109048170689595,3,2
7,HES1,0.002319561020448724,3,2
8,MCL1,0.0019939055689925933,3,2
9,EGFR,0.0019560262500796233,3,2
10,ES,0.0019528169057018152,3,2
11,NFKB1,0.001814138660657827,3,2
12,S6K1,0.0017721836989603723,3,2
13,FZD3,0.0016656839204054474,3,2
14,SRC,0.0015259926238696542,3,2
15,MTORC2_c,0.0013666395581707347,3,2
16,RAF1,0.0013260018910580262,3,2
17,RAC1,0.0011955453592501497,3,2
18,FOXO3,0.0011371618797774152,3,2
19,FOXO1,0.0010659150333112155,3,2
20,RHEB,0.0010018636478829057,3,2
21,ESR1,0.0009550835496652255,3,2
22,JUN,0.0009461568031158274,3,2
23,SOS1,0.0009406140372819616,3,2
24,CASP3,0.000940485065690555,3,2
25,MEK_i,0.0008873437772166648,3,2
26,CYCLIN_D_c,0.0008559569865342898,3,2
27,P21,0.0007585255323117046,3,2
28,MYOD1,0.0007399428911096795,3,2
29,PRKACA,0.0007204662370358106,3,2
30,NOS3,0.0005555815941513664,3,2
31,GRB2,0.000554723422915071,3,2
32,IL1B,0.0005445639061339991,3,2
33,CDKN2A,0.0005229690082240168,3,2
34,CASP8,0.0004887369247164042,3,2
35,WNT1,0.00048105565797906813,3,2
36,FADD,0.00048053998561392586,3,2
37,TEAD1,0.0004163296677837103,3,2
38,IRS1,0.0004152464520101873,3,2
39,BAX,0.00038522873005786273,3,2
40,STAT3,0.00031955239364533927,3,2
41,BAK1,0.0002933340886235314,3,2
42,NF2,0.00024302906509443556,3,2
43,BIM,0.000221932529850144,3,2
44,PAX7,0.00021804342395448373,3,2
45,HEY1,0.00021617685947405985,3,2
46,TRADD,0.0001967025293558855,3,2
47,PRKAA2,0.00018315432042514956,3,2
48,IL6R,0.0001495365296410034,3,2
49,HRAS,0.00014877254142864338,3,2
50,MYOG,0.000142035402449725,3,2
51,FAS,0.00012815864903292784,3,2
52,RELA,0.00011458599416502846,3,2
53,GSK3B,0.00011300334085972974,3,2
54,DVL1,0.00011136841779890716,3,2
55,CTNNB1,9.064215042153823e-05,3,2
56,PDPK1,8.914285491889995e-05,3,2
57,PPARG,6.87307046368657e-05,3,2
58,PIP3,5.919217098615537e-05,3,2
59,DC,5.457716490198106e-05,3,2
60,STK11,5.249193596190693e-05,3,2
61,IL8,4.740475324271909e-05,3,2
62,YAP1,4.5873935503149e-05,3,2
63,BAD,4.461392927934682e-05,3,2
64,RND1,4.060423826912629e-05,3,2
65,ABL1,1.4116847518730324e-05,3,2
66,BCL2,2.5769505463957287e-06,3,2
67,ABL2,-6.5433809641746166e-06,3,2
68,INSR,-1.298000838079183e-05,3,2
69,P53,-1.528324336030895e-05,3,2
70,LATS1,-1.8142943676857648e-05,3,2
71,STAT5,-1.9352337426004063e-05,3,2
72,FASLG,-1.9661206098753325e-05,3,2
73,HSP90AA1,-4.6203163318714324e-05,3,2
74,RAS_i,-5.971774944180108e-05,3,2
75,PI3K_c,-6.628856381674098e-05,3,2
76,PAK1,-7.776655276681144e-05,3,2
77,CYCS,-9.472453114267587e-05,3,2
78,TWIST1,-0.0001144975932526604,3,2
79,MAPK8,-0.00012130917854480394,3,2
80,APC,-0.00012134364661919861,3,2
81,PTEN,-0.00016002670613723957,3,2
82,GATA3,-0.00017833534580347088,3,2
83,CEBPB,-0.00018195649854468865,3,2
84,HER3,-0.00018484188805534263,3,2
85,ERK_i,-0.000191854432046612,3,2
86,AKT_i,-0.00020226608000462054,3,2
87,LCK,-0.0002246735978230774,3,2
88,IGF1,-0.00022572249062347005,3,2
89,HER2,-0.00023341137387911104,3,2
90,PAK2,-0.00023345626282345044,3,2
91,TCF4,-0.0002407504671049221,3,2
92,SGK1,-0.0002429839854763971,3,2
93,KRT14,-0.00025370202460361924,3,2
94,IL6,-0.0002729424789613688,3,2
95,GRB7,-0.0003021617401444132,3,2
96,KMT2D,-0.0003107289477483066,3,2
97,NOTCH1,-0.0003377522016890788,3,2
98,BID,-0.0003475974712252583,3,2
99,AXIN1,-0.0003691227999583768,3,2
100,NCID,-0.0004498165419855038,3,2
101,BCLXL,-0.00046076431847719146,3,2
102,MYC,-0.0004716120848742289,3,2
103,IGF1R,-0.0004978723008363106,3,2
104,EIF4E,-0.0005540759419379038,3,2
105,E2F1,-0.0005586058407266448,3,2
106,PIM,-0.0006437742522532597,3,2
107,DLL_i,-0.0006592414417884163,3,2
108,NRG1,-0.000673734618923505,3,2
109,STAT1,-0.0006755947887112645,3,2
110,MDM2,-0.000705891157626759,3,2
111,EGF,-0.0007532217738750457,3,2
112,PG,-0.0007609831240662501,3,2
113,PRB,-0.0008299329676201284,3,2
114,TSC2,-0.0009242458413123433,3,2
115,JAK2,-0.001229523839902269,3,2
116,CREB1,-0.0015901583119206641,3,2
0,PGR,0.09010261773559514,4,2
1,INS,0.028717582496460836,4,2
2,MTORC2_c,0.016990524050918943,4,2
3,HES1,0.01282105230408126,4,2
4,MTORC1_c,0.00975102724584398,4,2
5,PIM,0.007365116127891147,4,2
6,EIF4E,0.006845510364171692,4,2
7,NFKB1,0.004879830399376783,4,2
8,IVEBP1,0.004830694835043392,4,2
9,NRG1,0.004260470453898657,4,2
10,BAD,0.0035532019509973978,4,2
11,ESR1,0.002295461642719321,4,2
12,FOXO3,0.0019885878460093043,4,2
13,MDM2,0.001841457034865046,4,2
14,FZD3,0.0017164449646001056,4,2
15,NCID,0.001608645790965868,4,2
16,EGF,0.0014953722581677598,4,2
17,WNT1,0.0014763419914602949,4,2
18,GRB2,0.001451764291159452,4,2
19,RAF1,0.0013399114274251778,4,2
20,PTEN,0.0013218400107337658,4,2
21,MYOD1,0.0013216578090766706,4,2
22,SRC,0.0012790006801857157,4,2
23,HEY1,0.0011994929194292236,4,2
24,PAX7,0.001165696453456877,4,2
25,ES,0.0010952942175216362,4,2
26,GRB7,0.000945303812897258,4,2
27,TWIST1,0.0009144215312041348,4,2
28,FADD,0.0008750780772477373,4,2
29,SOS1,0.0008528272956014327,4,2
30,P21,0.0008427609147478865,4,2
31,RND1,0.0008197835154075683,4,2
32,GATA3,0.0007181647755406528,4,2
33,DVL1,0.0006945983911289533,4,2
34,MEK_i,0.0006782848970268152,4,2
35,NF2,0.0006080249421026584,4,2
36,BCL2,0.0005638515442371039,4,2
37,CASP9,0.0005311818798440227,4,2
38,BIM,0.0005107135308251021,4,2
39,IGF1R,0.0004782202794412216,4,2
40,APC,0.0004662638719262757,4,2
41,IL6R,0.000358781025130428,4,2
42,STAT3,0.00033200679034195435,4,2
43,IRS1,0.00024585934570631185,4,2
44,PAK1,0.0002265369685606755,4,2
45,AXIN1,0.00021852051615767198,4,2
46,YAP1,0.00017620970380038958,4,2
47,CTNNB1,0.00015043745594922608,4,2
48,PIP3,0.00013292372821016585,4,2
49,BAX,0.0001261693330271152,4,2
50,EGFR,0.00012217635724176557,4,2
51,DC,0.0001146745526050541,4,2
52,RELA,9.615382353445057e-05,4,2
53,RAS_i,8.281760890482825e-05,4,2
54,ABL1,6.755237053968077e-05,4,2
55,PRB,6.687920067272035e-05,4,2
56,BAK1,6.597880041314674e-05,4,2
57,RAC1,5.8595986285658874e-05,4,2
58,LATS1,5.334864598416367e-05,4,2
59,MYC,5.180828734030474e-05,4,2
60,PDPK1,4.592884114762441e-05,4,2
61,GSK3B,4.497687641979997e-05,4,2
62,CYCS,3.485283283688467e-05,4,2
63,STAT5,2.2214267908937657e-05,4,2
64,MAPK8,1.8031920435812587e-05,4,2
65,TRADD,1.7959114641419305e-05,4,2
66,FASLG,-8.196749114564028e-06,4,2
67,P53,-1.334230916216761e-05,4,2
68,HER3,-2.0109508984234026e-05,4,2
69,NOS3,-2.3584596195669327e-05,4,2
70,CEBPB,-3.141204433632083e-05,4,2
71,FAS,-3.448626003654809e-05,4,2
72,CASP3,-3.8690628972215535e-05,4,2
73,HRAS,-4.4683992366012504e-05,4,2
74,BID,-8.123315821095822e-05,4,2
75,PRKACA,-0.0001044035726138759,4,2
76,SGK1,-0.00011573616285931454,4,2
77,ABL2,-0.00013836490323193562,4,2
78,PPARG,-0.00013937222910720415,4,2
79,TSC2,-0.0001548498312479163,4,2
80,TCF4,-0.00015704193827503765,4,2
81,ERK_i,-0.0001643467705361168,4,2
82,TEAD1,-0.00019972524532319014,4,2
83,JUN,-0.00021399830711876788,4,2
84,BCLXL,-0.0002146790497031814,4,2
85,KRT14,-0.00022013594109304702,4,2
86,KMT2D,-0.00022067750646648232,4,2
87,IL6,-0.00022511100085909064,4,2
88,STAT1,-0.00023018863040580317,4,2
89,MYOG,-0.0002480260747739216,4,2
90,NEDD4L,-0.00025034018730185625,4,2
91,DLL_i,-0.00025997396559673813,4,2
92,HER2,-0.00026062432125628643,4,2
93,IGF1,-0.00026412526265917613,4,2
94,STK11,-0.0002658721890673732,4,2
95,NOTCH1,-0.0002734806864815864,4,2
96,FOXO1,-0.0003013978709214271,4,2
97,IL1B,-0.00030349246279559594,4,2
98,IL8,-0.000305839384443618,4,2
99,PAK2,-0.00031229333447346797,4,2
100,E2F1,-0.00031844702801364644,4,2
101,CREB1,-0.00031916267508880214,4,2
102,INSR,-0.00037008313727671105,4,2
103,CDKN2A,-0.00039653627698732485,4,2
104,HSP90AA1,-0.0004361309279138359,4,2
105,LCK,-0.0004518118925578296,4,2
106,RHEB,-0.00045489497643214083,4,2
107,CYCLIN_D_c,-0.0004646461688999626,4,2
108,MCL1,-0.00048025545253149726,4,2
109,PI3K_c,-0.0005196607896896799,4,2
110,PG,-0.0006099779433271779,4,2
111,AKT_i,-0.0006509118207449482,4,2
112,CASP8,-0.0007178415183345388,4,2
113,PRKAA2,-0.0007908014435878963,4,2
114,JAK2,-0.0009069682960504144,4,2
115,S6K1,-0.001273230887482324,4,2
116,NF1,-0.002830408627030212,4,2
0,PGR,0.06535890051666526,0,3
1,FOXO3,0.008842032385759202,0,3
2,IGF1R,0.008701436175992505,0,3
3,MTORC1_c,0.00657926905366335,0,3
4,NFKB1,0.0046572486511350375,0,3
5,WNT1,0.004421495277278642,0,3
6,BID,0.003464251303011645,0,3
7,S6K1,0.0032080518995739604,0,3
8,EGFR,0.0030258925279618154,0,3
9,RAC1,0.0028110133891073863,0,3
10,INS,0.0025923607722887487,0,3
11,ES,0.002424348028203016,0,3
12,CASP3,0.002268279676163054,0,3
13,BCL2,0.002045700390650329,0,3
14,AKT_i,0.0019448259902044018,0,3
15,NRG1,0.001833064913468796,0,3
16,MTORC2_c,0.0011711884698225594,0,3
17,PI3K_c,0.0010365491807887706,0,3
18,PRKAA2,0.0010226023892740965,0,3
19,PTEN,0.0009118166604089595,0,3
20,NCID,0.0006544947029339943,0,3
21,PDPK1,0.0006044964301482603,0,3
22,HES1,0.000584807649727237,0,3
23,CYCLIN_D_c,0.0005531630920688757,0,3
24,DLL_i,0.0005518389881066232,0,3
25,RND1,0.00036858052498056626,0,3
26,PRB,0.00033842052528576527,0,3
27,NOTCH1,0.0003270381041448056,0,3
28,HRAS,0.0002891883107605242,0,3
29,PRKACA,0.0002787292917234563,0,3
30,CASP8,0.0002787129468631022,0,3
31,STAT5,0.0002187780495027658,0,3
32,KRT14,0.00014926682690019621,0,3
33,CREB1,0.00012928099507925062,0,3
34,MDM2,0.0001290657673836959,0,3
35,P21,0.0001116695365188658,0,3
36,FAS,0.00011083736895256546,0,3
37,PPARG,9.157592043951279e-05,0,3
38,IL6,7.031114710842612e-05,0,3
39,FZD3,3.1706360313910054e-05,0,3
40,FADD,2.9254438613901534e-05,0,3
41,FOXO1,1.9564856814202614e-05,0,3
42,P53,9.932717039307093e-06,0,3
43,DVL1,1.7030218011360176e-06,0,3
44,FASLG,-3.5963257128956982e-06,0,3
45,IL6R,-4.690668780393814e-06,0,3
46,STAT3,-6.618270070757326e-06,0,3
47,PIP3,-7.867340849010418e-06,0,3
48,NOS3,-1.5023988312212744e-05,0,3
49,HSP90AA1,-2.5162193039052205e-05,0,3
50,BIM,-2.8958180515514798e-05,0,3
51,SGK1,-3.5064078685809186e-05,0,3
52,BAX,-4.214223910281589e-05,0,3
53,MYC,-4.831171352581709e-05,0,3
54,ABL1,-4.9786126928852426e-05,0,3
55,SOS1,-5.013774304629681e-05,0,3
56,MAPK8,-6.569963985414429e-05,0,3
57,GATA3,-8.137638437177852e-05,0,3
58,TEAD1,-9.919255128709725e-05,0,3
59,APC,-0.00010947186944321174,0,3
60,LATS1,-0.00012074470779821489,0,3
61,SRC,-0.00012091417171111729,0,3
62,YAP1,-0.00012293130386453743,0,3
63,STK11,-0.00013472376765621963,0,3
64,ESR1,-0.00013707020432141004,0,3
65,ABL2,-0.00015264389027758174,0,3
66,PAK2,-0.00015710393628309838,0,3
67,CYCS,-0.00017581105233177574,0,3
68,JAK2,-0.00017975639147860267,0,3
69,GRB2,-0.00018290396207343296,0,3
70,DC,-0.00018444137246353964,0,3
71,PIM,-0.00019285568045546153,0,3
72,IL8,-0.00019930365181464182,0,3
73,BCLXL,-0.00020121479693024913,0,3
74,CTNNB1,-0.00020919528887697325,0,3
75,AXIN1,-0.0002203205791434515,0,3
76,BAK1,-0.0002224725988021481,0,3
77,IGF1,-0.000233938398697342,0,3
78,TCF4,-0.0002379098529493584,0,3
79,PAX7,-0.0002423662656562131,0,3
80,MYOG,-0.000242795950560315,0,3
81,E2F1,-0.0002563950286382788,0,3
82,KMT2D,-0.00027065679960192046,0,3
83,MEK_i,-0.00027237417837522315,0,3
84,HER3,-0.00027559475455174454,0,3
85,GRB7,-0.00028293937261036906,0,3
86,IL1B,-0.00032086091091587665,0,3
87,GSK3B,-0.0003288565475876304,0,3
88,BAD,-0.00033030086959273675,0,3
89,IRS1,-0.0003684092838438513,0,3
90,LCK,-0.0003695282005720113,0,3
91,JUN,-0.0003797620814653957,0,3
92,CDKN2A,-0.0003876862253682223,0,3
93,INSR,-0.0003953643139535945,0,3
94,HER2,-0.00040494389023426614,0,3
95,NF2,-0.0004216062038693291,0,3
96,TSC2,-0.0004223295598994037,0,3
97,RHEB,-0.00042467108504451456,0,3
98,IVEBP1,-0.00042714026930301685,0,3
99,RAS_i,-0.00042995626926733976,0,3
100,CEBPB,-0.0004316931043676364,0,3
101,RAF1,-0.00043890788743994325,0,3
102,ERK_i,-0.0004491427563876327,0,3
103,TRADD,-0.000515984099653588,0,3
104,MYOD1,-0.0005431761624475895,0,3
105,EGF,-0.0005814226883041895,0,3
106,RELA,-0.0006404299483092624,0,3
107,HEY1,-0.000781014843592942,0,3
108,TWIST1,-0.0008666139809424545,0,3
109,NF1,-0.0009689657873394042,0,3
110,MCL1,-0.0009848496454961664,0,3
111,PAK1,-0.0010843880909288117,0,3
112,EIF4E,-0.001356760874635432,0,3
113,STAT1,-0.001545069900438567,0,3
114,PG,-0.0016942809792303004,0,3
115,CASP9,-0.0020127808833722005,0,3
116,NEDD4L,-0.002990082113293324,0,3
0,PGR,0.05184829735646046,1,3
1,INS,0.01606379665872193,1,3
2,NFKB1,0.0051165617122169715,1,3
3,HES1,0.004178485785864217,1,3
4,MTORC1_c,0.003357686105938118,1,3
5,FOXO3,0.0029278005593801337,1,3
6,RAF1,0.0027672040455730684,1,3
7,EIF4E,0.0022312328926891167,1,3
8,ESR1,0.001890862922129699,1,3
9,DLL_i,0.001525315186070908,1,3
10,EGFR,0.0012939418451139995,1,3
11,JAK2,0.0012480889148653862,1,3
12,FAS,0.0010742249553199468,1,3
13,IL6R,0.0009111002621959852,1,3
14,BIM,0.0008340316431775241,1,3
15,IRS1,0.0007598588370163473,1,3
16,BID,0.0007582038678930481,1,3
17,MTORC2_c,0.0007088957078837943,1,3
18,WNT1,0.000673959076189723,1,3
19,MYOD1,0.0006275239133067823,1,3
20,PTEN,0.0006114392839614569,1,3
21,IL8,0.0005047979099206401,1,3
22,GSK3B,0.00040302384581336614,1,3
23,BCLXL,0.0003938458933446798,1,3
24,MDM2,0.0003338503876221255,1,3
25,BAX,0.00030663388594009966,1,3
26,FZD3,0.00029580183330557563,1,3
27,PAX7,0.0002854870163752077,1,3
28,NEDD4L,0.00024628835310880337,1,3
29,LCK,0.0002409491050427981,1,3
30,P21,0.00022268212674336763,1,3
31,BCL2,0.00021151887748938059,1,3
32,PAK2,0.00020367055572134696,1,3
33,TEAD1,0.0001489590271787078,1,3
34,CYCLIN_D_c,0.0001483715298703503,1,3
35,RELA,0.0001335709149917763,1,3
36,PRKACA,0.00012879046821756557,1,3
37,TRADD,0.00010745875088669088,1,3
38,GRB7,5.3640748442718156e-05,1,3
39,RND1,4.8282663886123345e-05,1,3
40,CASP3,3.749115558859817e-05,1,3
41,NCID,3.721246827570468e-05,1,3
42,IL6,-9.614292392323698e-06,1,3
43,PDPK1,-1.0341126074342455e-05,1,3
44,PIP3,-1.412787298893381e-05,1,3
45,P53,-1.4447298546382825e-05,1,3
46,KRT14,-1.631096477983096e-05,1,3
47,CYCS,-2.6909606157810018e-05,1,3
48,FASLG,-3.542273666090612e-05,1,3
49,STAT5,-4.305936826831669e-05,1,3
50,LATS1,-4.970854528174584e-05,1,3
51,PG,-5.919427489475826e-05,1,3
52,APC,-7.221123371337068e-05,1,3
53,PI3K_c,-8.387482536753588e-05,1,3
