,X,Y,slope,gene
0,0.01811401019566241,-0.0012207811416064015,0.00444704336932524,ABL1
1,0.18398977663839663,-0.001220781141606391,0.00444704336932524,ABL1
2,0.4837491447093369,0.0008661714964899952,0.00444704336932524,ABL1
3,0.7328229690893926,0.0024740351534729027,0.00444704336932524,ABL1
4,0.91494959082279,0.0019949461723594263,0.00444704336932524,ABL1
0,0.045315131919472576,-0.0004341587897514709,0.0027331824719571247,ABL2
1,0.2525026319194726,-0.0004341587897515206,0.0027331824719571247,ABL2
2,0.4675,-7.133051281054558e-05,0.0027331824719571247,ABL2
3,0.7603125,0.0015071527025877366,0.0027331824719571247,ABL2
0,0.11935151908800534,0.08516291988545102,-0.33336877730853914,AKT_i
1,0.25593368472894185,0.08076163840687302,-0.33336877730853914,AKT_i
2,0.3357640492884143,0.07497511109403629,-0.33336877730853914,AKT_i
3,0.44249989569507875,0.07262182549122119,-0.33336877730853914,AKT_i
4,0.5004637681559629,0.03471059971303313,-0.33336877730853914,AKT_i
5,0.5300502324428532,-0.06361185630412466,-0.33336877730853914,AKT_i
6,0.6530931958985056,-0.12499112631165069,-0.33336877730853914,AKT_i
7,0.8201015476698974,-0.12378987984574388,-0.33336877730853914,AKT_i
8,0.9255378281058833,-0.12258863337983708,-0.33336877730853914,AKT_i
0,0.0063071097065063595,0.0003427051812619298,-0.0015640779885347422,APC
1,0.01875578940706569,0.0004604140241875719,-0.0015640779885347422,APC
2,0.16083561620670994,0.00046041402418736606,-0.0015640779885347422,APC
3,0.40608221923754884,0.00046041402418742667,-0.0015640779885347422,APC
4,0.5318976924879988,0.0015063166974476076,-0.0015640779885347422,APC
5,0.6534901564843985,0.0008557711797377038,-0.0015640779885347422,APC
6,0.8792877467277977,-0.002247481881334477,-0.0015640779885347422,APC
0,0.00719051228387565,0.008701132661309306,-0.005717316951563724,AXIN1
1,0.018279630680709806,0.0025478931639153785,-0.005717316951563724,AXIN1
2,0.03132711458094814,-0.0009444769005049342,-0.005717316951563724,AXIN1
3,0.23468999877806834,-0.00032199938686812424,-0.005717316951563724,AXIN1
4,0.5432237684842914,-0.002668741347725852,-0.005717316951563724,AXIN1
5,0.7073041138344003,-0.0036470838567478504,-0.005717316951563724,AXIN1
6,0.8249668271217838,-0.0033683340765998816,-0.005717316951563724,AXIN1
7,0.9367125000000001,-0.0013320905010208526,-0.005717316951563724,AXIN1
8,0.9925,-0.0002445891730907621,-0.005717316951563724,AXIN1
0,0.02417039751473587,0.031698616245843934,-0.019942343269443857,BAD
1,0.07038178776945449,-0.0044274207806455565,-0.019942343269443857,BAD
2,0.12579398565216432,-0.023338353380895245,-0.019942343269443857,BAD
3,0.22591287460804665,-0.024574144430793067,-0.019942343269443857,BAD
4,0.31626691346715813,-0.016047154923023742,-0.019942343269443857,BAD
5,0.46297681880485764,-0.009007539971646626,-0.019942343269443857,BAD
6,0.7930401845483004,-0.009007539971646758,-0.019942343269443857,BAD
0,0.04388231872139586,-0.07236218212737884,0.16364327169242163,BAK1
1,0.1604435790393102,-0.07097395741310615,0.16364327169242163,BAK1
2,0.24799078509793504,-0.06762683364010699,0.16364327169242163,BAK1
3,0.39267952478002066,-0.0035555670424404356,0.16364327169242163,BAK1
4,0.7611,0.05876699584527165,0.16364327169242163,BAK1
5,0.99985,0.05897719119404363,0.16364327169242163,BAK1
0,0.0641077320497422,-0.039387148775113304,0.12339048087880757,BAX
1,0.09888175095636154,-0.03938714877511333,0.12339048087880757,BAX
2,0.1627947769684845,-0.039168478438289224,0.12339048087880757,BAX
3,0.24462070388946963,-0.029974034712391927,0.12339048087880757,BAX
4,0.2981724468222735,-0.015257676766421112,0.12339048087880757,BAX
5,0.42064680001885657,0.014136967167581262,0.12339048087880757,BAX
6,0.7622355582153639,0.037791026544685996,0.12339048087880757,BAX
0,0.007460551727047699,0.02854857375143845,-0.10440321371371801,BCL2
1,0.024714089053994668,0.026633538402219676,-0.10440321371371801,BCL2
2,0.038505583022587955,0.02443890722854935,-0.10440321371371801,BCL2
3,0.05497353476195832,0.02079788136836387,-0.10440321371371801,BCL2
4,0.07631893406974624,0.017436451332630123,-0.10440321371371801,BCL2
5,0.16631728800335388,-0.00610406927678421,-0.10440321371371801,BCL2
6,0.32836013734409153,-0.0369740071267415,-0.10440321371371801,BCL2
7,0.6106967958068128,-0.04924613069807537,-0.10440321371371801,BCL2
8,0.8810637538776198,-0.05418883702886649,-0.10440321371371801,BCL2
0,0.03330007617305106,0.001675182768823964,-0.008100824263258588,BCLXL
1,0.07715740151840875,0.0010994831651426804,-0.008100824263258588,BCLXL
2,0.10936464649925445,-0.0010092877405600367,-0.008100824263258588,BCLXL
3,0.18797961680975217,-0.00016941661280753609,-0.008100824263258588,BCLXL
4,0.4350101243810685,-0.002752928819532018,-0.008100824263258588,BCLXL
5,0.8125378287252131,-0.005109555616169725,-0.008100824263258588,BCLXL
0,0.0009375,-0.0951784638457839,0.30912069092983635,BID
1,0.11216527480119469,-0.09247025419536244,0.30912069092983635,BID
2,0.23470034719800553,-0.037533597738330295,0.30912069092983635,BID
3,0.26232241210573665,0.03935577199201168,0.30912069092983635,BID
4,0.3567906807365495,0.06664391041311693,0.30912069092983635,BID
5,0.7179408410276237,0.10596556909068958,0.30912069092983635,BID
0,0.0009375,-0.025297100336589894,0.03734849066872186,BIM
1,0.0032351136363636345,-0.023861705974272403,0.03734849066872186,BIM
2,0.013229236148642229,-0.002124823325566721,0.03734849066872186,BIM
3,0.15684853671255738,0.01799343591480912,0.03734849066872186,BIM
4,0.34331654621543983,0.01627920592657625,0.03734849066872186,BIM
5,0.504460822085846,0.012460522695961783,0.03734849066872186,BIM
6,0.807061190070685,0.010172840407567774,0.03734849066872186,BIM
0,0.028125000000000004,-0.01824917713808522,0.1113402686528599,CASP3
1,0.0471875,-0.020368099232537927,0.1113402686528599,CASP3
2,0.07045626503866356,-0.01671037415913642,0.1113402686528599,CASP3
3,0.10138414221204455,-0.007204178023629593,0.1113402686528599,CASP3
4,0.17780185329540804,-0.008721764195122234,0.1113402686528599,CASP3
5,0.24790099143856537,-0.013968899334267598,0.1113402686528599,CASP3
6,0.28199898977554694,-0.01014875420655296,0.1113402686528599,CASP3
7,0.34334533330716577,0.014096040709445267,0.1113402686528599,CASP3
8,0.4231919402302217,0.03765771133206794,0.1113402686528599,CASP3
9,0.6066213367475927,0.04085362211715894,0.1113402686528599,CASP3
0,0.13912495289261068,-0.04512648580066539,0.12729937706373648,CASP8
1,0.2284577096459646,-0.04345694770672376,0.12729937706373648,CASP8
2,0.24097536165670136,-0.03514416375143541,0.12729937706373648,CASP8
3,0.2838246199798551,-0.02281276704074571,0.12729937706373648,CASP8
4,0.3772306614456088,-0.016327528775957074,0.12729937706373648,CASP8
5,0.48807401639717546,0.019395010094878443,0.12729937706373648,CASP8
6,0.673100925431829,0.043270852185684536,0.12729937706373648,CASP8
7,0.9031960985049399,0.034537209953363,0.12729937706373648,CASP8
0,0.033995283106435646,-0.09770021384411659,0.4016787104432957,CASP9
1,0.0631195468274506,-0.09095900499352286,0.4016787104432957,CASP9
2,0.08327423945496051,-0.08332101576152512,0.4016787104432957,CASP9
3,0.10048701838099691,-0.06026683366883976,0.4016787104432957,CASP9
4,0.16416603605203095,0.003013038731011941,0.4016787104432957,CASP9
5,0.24887923844510862,0.04931967288508558,0.4016787104432957,CASP9
6,0.2923806938373584,0.050996731768347445,0.4016787104432957,CASP9
7,0.32132382704130374,0.0636273429614838,0.4016787104432957,CASP9
8,0.3962941210002109,0.08222914699928795,0.4016787104432957,CASP9
9,0.579320034499573,0.0891527325244965,0.4016787104432957,CASP9
0,0.0030015350977773657,0.13231882422102498,-0.12324917456308483,CDKN2A
